Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
GOLM1	"bA379P1.3, C9orf155, FLJ23608, GOLPH2, GP73"	ENSG00000135052	"Golgi membrane protein 1"	Q8NBJ4	9	86026146-86100173	"Plasma proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"stomach 1: 386.1"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 397.1;Gastric mucus-secreting cells: 240.5;Late spermatids: 447.2;Paneth cells: 244.4"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Prostate Adenocarcinoma (TCGA): 564.9"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	4	"basophil: 2.2;classical monocyte: 3.5;gdT-cell: 3.5;intermediate monocyte: 2.6;neutrophil: 4.3;non-classical monocyte: 4.2;plasmacytoid DC: 1.4"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipose progenitor cells, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Prostate glandular cells, Spleen - Endothelial cells, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA010638, HPA011929, CAB015341"	Enhanced		Enhanced	"Golgi apparatus"			NA	NA		72000000	"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 45: Intestine - Digestion"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 45: Non-specific - Mixed function"	46	"Golgi apparatus"		"CAB015341: AB_2113334, HPA010638: AB_1849886, HPA011929: AB_1849888"	"unprognostic (2.52e-1)"	"unprognostic (6.01e-2)"	"unprognostic (3.09e-2)"	"unprognostic (1.69e-2)"	"unprognostic (1.81e-3)"	"unprognostic (1.05e-1)"	"unprognostic (1.12e-1)"	"unprognostic (2.99e-3)"	"unprognostic (1.90e-3)"	"unprognostic (1.04e-1)"	"unprognostic (2.25e-1)"	"unprognostic (3.04e-1)"	"unprognostic (4.16e-1)"	"unprognostic (9.53e-4)"	"unprognostic (3.57e-2)"	"unprognostic (3.30e-4)"	"unprognostic (4.09e-2)"	"unprognostic (8.17e-2)"	"unprognostic (1.46e-1)"	"unprognostic (4.56e-2)"	"unprognostic (9.83e-2)"	"unprognostic (1.17e-1)"	"unprognostic (7.32e-3)"	"unprognostic (1.65e-2)"	"unprognostic (3.42e-1)"	"unprognostic (2.71e-2)"	"unprognostic (5.10e-2)"	"unprognostic (7.00e-2)"	"unprognostic (1.73e-1)"	"unprognostic (9.13e-4)"	"unprognostic (1.77e-2)"
GPER1	"CEPR, CMKRL2, DRY12, FEG-1, GPCR-Br, GPER, GPR30, LERGU, LERGU2, LyGPR"	ENSG00000164850	"G protein-coupled estrogen receptor 1"	Q99527	7	1082208-1093815	"G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Apoptosis, Cell cycle, Differentiation, Immunity, Inflammatory response, Innate immunity, Neurogenesis"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"stomach 1: 38.4"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 8.5;Distal enterocytes: 10.3;Hepatocytes: 22.9;Kupffer cells: 17.8;Muller glia cells: 9.8"	"Cell type enriched"	"Detected in many"	7	"pericyte: 311.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	5	"classical monocyte: 2.9;intermediate monocyte: 2.7;myeloid DC: 5.8"	"Group enriched"	"Detected in many"	23	"dendritic cells: 5.8;monocytes: 2.9"	"Cancer enhanced"	"Detected in many"		"lymphoma: 11.1"	"Liver - Hepatocytes, Stomach - Chief cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA016718, HPA027052"	Approved		Approved	Nucleoplasm,Nucleoli,Vesicles,Cytosol			NA	NA			"Cluster 26: Monocytes - Plasma membrane proteins"	"Cluster 43: Non-specific - Mitochondrial translation"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"		Nucleoli	"Nucleoplasm, Vesicles, Cytosol"	"HPA016718: , HPA027052: AB_10612112"	"unprognostic (2.10e-1)"	"unprognostic (6.90e-2)"		"unprognostic (1.53e-1)"	"unprognostic (1.08e-1)"	"unprognostic (4.34e-4)"	"unprognostic (1.89e-1)"		"unprognostic (9.80e-2)"	"unprognostic (9.59e-2)"	"unprognostic (2.20e-5)"	"unprognostic (3.44e-4)"	"unprognostic (2.46e-2)"	"unprognostic (1.71e-1)"		"unprognostic (4.33e-2)"				"unprognostic (3.70e-2)"		"unprognostic (3.56e-2)"		"unprognostic (2.27e-1)"	"unprognostic (1.97e-1)"	"unprognostic (2.02e-3)"	"unprognostic (1.28e-1)"	"unprognostic (7.73e-2)"	"unprognostic (7.22e-2)"	"unprognostic (4.17e-2)"	"unprognostic (1.43e-2)"
GPR142	PGR2	ENSG00000257008	"G protein-coupled receptor 142"	Q7Z601	17	74367458-74372600	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in single"		"stomach 1: 1.7"	"Cell type enriched"	"Detected in single"	6	"Enteroendocrine cells: 1.1"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Pancreas - Alpha cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA031392	Uncertain		Uncertain	"Plasma membrane,Cell Junctions,Cytosol"			NA	NA				"Cluster 48: Stomach - Proteolysis"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 20: Enteroendocrine cells - Hormone signaling"		"Plasma membrane, Cytosol"	"Cell Junctions"	"HPA031392: AB_10601935"			"unprognostic (6.83e-3)"																												
GPR155	"DEP.7, DEPDC3, FLJ31819, PGR22"	ENSG00000163328	"G protein-coupled receptor 155"	Q7Z3F1	2	174431571-174487094	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"choroid plexus: 67.1;stomach 1: 51.2"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 115.5;Excitatory neurons: 96.0;Inhibitory neurons: 125.4;Melanocytes: 264.5;Oligodendrocyte precursor cells: 122.2;Schwann cells: 242.2"	"Cell type enhanced"	"Detected in all"		"choroid plexus epithelial cell: 730.7"	"Low cancer specificity"	"Detected in all"			"Region enhanced"	"Detected in all"		"choroid plexus: 194.4"	"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Colon - Enteric glia cells, Kidney - Proximal tubular cells, Prostate - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036159, HPA057384"	Approved						NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 26: Schwann cells & Melanocytes - Mixed function"	1			"HPA036159: AB_10671835, HPA057384: AB_2683424"	"unprognostic (7.42e-3)"	"unprognostic (1.24e-1)"	"unprognostic (7.11e-2)"	"unprognostic (2.47e-1)"	"unprognostic (1.21e-1)"	"unprognostic (1.32e-1)"	"unprognostic (6.29e-2)"	"unprognostic (3.55e-1)"	"unprognostic (8.76e-2)"	"unprognostic (1.22e-2)"	"unprognostic (2.25e-3)"	"unprognostic (5.75e-2)"	"unprognostic (2.62e-1)"	"unprognostic (8.63e-2)"	"unprognostic (6.04e-6)"	"unprognostic (9.90e-4)"	"unprognostic (9.92e-2)"	"unprognostic (2.20e-1)"	"unprognostic (1.45e-1)"	"unprognostic (1.57e-2)"	"unprognostic (5.13e-2)"	"unprognostic (6.06e-2)"	"unprognostic (3.04e-2)"	"unprognostic (3.36e-2)"	"unprognostic (1.79e-1)"	"unprognostic (4.02e-1)"	"unprognostic (1.50e-1)"	"unprognostic (1.89e-2)"	"unprognostic (1.46e-1)"	"unprognostic (1.05e-2)"	"unprognostic (1.68e-2)"
GPRC5C	RAIG-3	ENSG00000170412	"G protein-coupled receptor class C group 5 member C"	Q9NQ84	17	74424851-74451653	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"liver: 188.1;stomach 1: 224.0"	"Cell type enhanced"	"Detected in many"		"Gastric mucus-secreting cells: 139.7;Hepatocytes: 171.7;Ionocytes: 146.5;Paneth cells: 183.3;Secretory cells: 157.9"	"Group enriched"	"Detected in many"	5	"pericyte: 153.3;upper rhombic lip: 49.1;vascular associated smooth muscle cell: 160.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"plasmacytoid DC: 7.9"	"Group enriched"	"Detected in many"	9	"dendritic cells: 7.9;monocytes: 3.8"	"Low cancer specificity"	"Detected in all"			"Breast - Breast glandular cells, Thyroid gland - Thyroid glandular cells"	"Region enriched"	"Detected in all"	9	"cerebellum: 42.5"	"Low region specificity"	"Detected in all"			HPA029776	Enhanced		Supported	"Plasma membrane,Primary cilium,Primary cilium transition zone,Centriolar satellite"			NA	Yes		70000	"Cluster 44: Plasmacytoid DCs - Plasma membrane proteins"	"Cluster 68: Non-specific - Protein processing"	"Cluster 25: Non-specific - Transcription"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 37: Glandular & Luminal cells - Unknown function"	3	"Plasma membrane, Centriolar satellite"	"Primary cilium, Primary cilium transition zone"	"HPA029776: AB_10602324"	"unprognostic (3.76e-2)"	"unprognostic (3.21e-2)"	"unprognostic (1.02e-1)"	"unprognostic (3.08e-1)"	"unprognostic (1.43e-1)"	"unprognostic (2.93e-1)"	"unprognostic (4.18e-2)"		"unprognostic (1.93e-2)"	"unprognostic (2.47e-3)"	"unprognostic (3.87e-6)"	"unprognostic (5.96e-5)"	"unprognostic (8.84e-3)"	"unprognostic (2.81e-3)"	"unprognostic (1.10e-1)"	"unprognostic (9.36e-3)"	"unprognostic (1.38e-2)"	"unprognostic (2.76e-2)"	"unprognostic (2.13e-1)"	"unprognostic (1.24e-2)"	"unprognostic (1.27e-1)"	"unprognostic (4.63e-2)"	"unprognostic (2.02e-1)"	"unprognostic (7.33e-2)"	"unprognostic (8.14e-2)"	"unprognostic (1.51e-1)"	"unprognostic (4.03e-2)"	"unprognostic (2.12e-2)"	"unprognostic (5.35e-2)"	"unprognostic (1.50e-1)"	"unprognostic (8.24e-2)"
GPX2	GSHPX-GI	ENSG00000176153	"Glutathione peroxidase 2"	P18283	14	64939152-64942746	"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Oxidoreductase, Peroxidase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"gallbladder: 476.9;intestine: 435.3;liver: 561.9;stomach 1: 357.0;urinary bladder: 333.7"	"Cell type enhanced"	"Detected in many"		"Cholangiocytes: 400.6;Distal enterocytes: 428.1;Gastric mucus-secreting cells: 906.7;Hepatocytes: 882.8;Paneth cells: 421.6;Squamous epithelial cells: 351.1;Undifferentiated cells: 518.2"	"Low cell type specificity"	"Detected in some"			"Cancer enhanced"	"Detected in many"		"Rectum Adenocarcinoma (TCGA): 948.1"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 1245.0"	"Colon - Colon enterocytes, Lung - Respiratory ciliated cells, Pituitary gland - Gonadotropes, Prostate - Urothelial cells, Stomach - Gastric mucous cells, Testis - Late spermatids"	"Region enriched"	"Detected in single"	5	"pons and medulla: 4.1"	"Low region specificity"	"Detected in many"			"HPA003545, HPA075070"	Enhanced		Supported	"Cytokinetic bridge,Mitotic spindle,Cytosol"			Yes	NA		18000		"Cluster 37: Liver & Intestine - Lipid metabolism"		"Cluster 7: Liver cancer - Metabolism"	"Cluster 43: Hepatocytes - Metabolism"		Cytosol	"Cytokinetic bridge, Mitotic spindle"	"HPA003545: AB_10962695, HPA075070: "	"unprognostic (1.57e-3)"	"unprognostic (2.79e-1)"	"unprognostic (1.34e-1)"	"unprognostic (4.13e-2)"	"unprognostic (6.77e-2)"	"unprognostic (1.05e-2)"			"unprognostic (2.99e-3)"	"unprognostic (5.24e-4)"	"unprognostic (1.89e-1)"		"unprognostic (1.77e-5)"	"unprognostic (8.25e-2)"	"unprognostic (1.55e-1)"	"unprognostic (2.83e-3)"	"unprognostic (6.41e-2)"	"unprognostic (8.01e-2)"	"unprognostic (1.06e-1)"			"unprognostic (1.46e-1)"	"unprognostic (1.22e-5)"	"unprognostic (1.04e-1)"	"unprognostic (3.34e-2)"	"unprognostic (1.37e-1)"	"unprognostic (2.58e-2)"	"unprognostic (3.30e-3)"	"unprognostic (4.50e-2)"	"unprognostic (6.64e-2)"	"unprognostic (7.31e-3)"
GRP		ENSG00000134443	"Gastrin releasing peptide"	P07492	18	59220158-59230774	"Predicted intracellular proteins, Predicted secreted proteins"	"Mast cell degranulation"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 11.7;lung: 8.7;stomach 1: 11.9"	"Group enriched"	"Detected in some"	4	"Breast myoepithelial cells: 32.1;Early spermatids: 19.5;Late spermatids: 12.1;Smooth muscle cells: 9.6"	"Group enriched"	"Detected in many"	4	"endothelial cell: 40.7;hippocampal dentate gyrus: 75.0"	"Low cancer specificity"	"Detected in many"			"Region enriched"	"Detected in many"	5	"midbrain: 56.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	26	"Bone cancer: 180.1;lung cancer: 47.9;thyroid cancer: 71.6"	"Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Parafollicular cells"	"Low region specificity"	"Detected in many"			"Region enhanced"	"Detected in many"		"hippocampal formation: 33.2"						"Secreted in other tissues"	Other	NA	NA				"Cluster 32: Endocrine & Neural - Unknown function"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 48: Smooth muscle cells - Signal transduction"	1				"unprognostic (4.06e-1)"	"unprognostic (8.71e-2)"	"unprognostic (8.83e-2)"	"unprognostic (1.29e-2)"	"unprognostic (7.94e-4)"	"unprognostic (3.35e-2)"			"unprognostic (1.55e-2)"							"unprognostic (1.87e-1)"	"unprognostic (1.96e-1)"	"unprognostic (2.91e-1)"	"unprognostic (3.52e-2)"	"unprognostic (2.36e-1)"	"unprognostic (1.44e-2)"	"unprognostic (2.44e-1)"	"unprognostic (2.12e-2)"	"unprognostic (1.40e-1)"	"unprognostic (2.56e-2)"			"unprognostic (5.84e-4)"	"unprognostic (9.11e-2)"	"unprognostic (3.84e-2)"	"unprognostic (6.15e-3)"
GSDMB	"GSDML, PRO2521"	ENSG00000073605	"Gasdermin B"	Q8TAX9	17	39904595-39919854	"Predicted intracellular proteins, Transporters"	"Cytolysis, Necrosis"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 74.1;liver: 51.6;stomach 1: 46.1"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 38.3;Gastric mucus-secreting cells: 60.1;Intestinal goblet cells: 43.6;Paneth cells: 39.4;Proximal enterocytes: 109.6"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Stomach - Gastric mucous cells"					"Not detected"	"Not detected"			"CAB013681, HPA023925, HPA052407"	Enhanced		Approved	Nucleoplasm,Cytosol			NA	NA			"Cluster 11: T-cells - Unknown function"	"Cluster 37: Liver & Intestine - Lipid metabolism"	"Cluster 53: Neurons - Mixed function"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 22: Proximal enterocytes - Digestion"		Nucleoplasm	Cytosol	"CAB013681: , HPA023925: AB_1850383, HPA052407: AB_2681819"	"unprognostic (2.21e-2)"	"unprognostic (2.26e-1)"	"unprognostic (1.16e-1)"	"unprognostic (4.38e-6)"	"unprognostic (6.61e-2)"	"unprognostic (2.32e-1)"	"unprognostic (2.67e-1)"	"unprognostic (3.00e-3)"	"unprognostic (2.77e-1)"		"unprognostic (5.28e-11)"	"unprognostic (8.62e-3)"	"unprognostic (1.71e-1)"	"unprognostic (1.51e-2)"	"unprognostic (1.70e-1)"	"unprognostic (2.10e-1)"	"unprognostic (3.15e-2)"	"unprognostic (1.01e-1)"	"unprognostic (1.96e-2)"	"unprognostic (2.65e-1)"	"unprognostic (2.50e-3)"	"unprognostic (1.64e-3)"	"unprognostic (9.24e-2)"	"unprognostic (3.69e-2)"	"unprognostic (2.65e-1)"	"unprognostic (3.42e-2)"		"unprognostic (3.50e-1)"	"unprognostic (1.67e-1)"	"unprognostic (7.13e-2)"	"unprognostic (2.43e-1)"
HPGD	SDR36C1	ENSG00000164120	"15-hydroxyprostaglandin dehydrogenase"	P15428	4	174490175-174523154	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Fatty acid metabolism, Lipid metabolism, Prostaglandin metabolism"	Oxidoreductase	"Cancer-related genes, Disease variant, Tumor suppressor"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"stomach 1: 229.1;urinary bladder: 363.3"	"Cell type enhanced"	"Detected in many"		"Club cells: 296.3;Distal enterocytes: 340.0;Extravillous trophoblasts: 883.5;granulocytes: 945.1;Hepatocytes: 277.8;Proximal enterocytes: 470.9"	"Group enriched"	"Detected in many"	4	"choroid plexus epithelial cell: 85.5;endothelial cell: 47.0"	"Cancer enhanced"	"Detected in many"		"Bladder Urothelial Carcinoma (TCGA): 77.9"	"Region enhanced"	"Detected in many"		"choroid plexus: 17.4"	"Group enriched"	"Detected in many"	5	"basophil: 123.8;T-reg: 45.1"	"Group enriched"	"Detected in many"	73	"granulocytes: 123.8;T-cells: 45.1"	"Cancer enhanced"	"Detected in many"		"testis cancer: 111.7"	"Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Keratinocyte (granular)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA004919, HPA005679"	Enhanced		Supported	Nucleoplasm,Cytosol			No	NA		7500	"Cluster 42: Non-specific - Vesicular transport"	"Cluster 37: Liver & Intestine - Lipid metabolism"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 30: Granulocytes - Unknown function"	4	Cytosol	Nucleoplasm	"HPA004919: AB_1079081, HPA005679: AB_1079080"	"unprognostic (2.29e-1)"	"unprognostic (9.36e-3)"	"unprognostic (1.94e-1)"	"unprognostic (1.17e-1)"	"unprognostic (3.40e-2)"	"unprognostic (1.18e-1)"			"unprognostic (6.74e-2)"	"unprognostic (1.59e-1)"	"unprognostic (2.39e-7)"	"unprognostic (1.11e-2)"	"unprognostic (5.48e-3)"	"unprognostic (1.19e-1)"	"unprognostic (5.71e-3)"	"unprognostic (3.80e-1)"	"unprognostic (2.42e-1)"	"unprognostic (2.63e-1)"	"unprognostic (2.77e-1)"	"unprognostic (3.89e-2)"	"unprognostic (1.27e-1)"	"unprognostic (3.95e-3)"	"unprognostic (9.29e-3)"	"unprognostic (8.65e-3)"	"unprognostic (2.18e-1)"	"unprognostic (2.23e-1)"	"unprognostic (6.74e-2)"	"unprognostic (1.26e-1)"	"unprognostic (2.03e-1)"	"unprognostic (1.33e-5)"	"unprognostic (5.03e-1)"
HTR1B	"5-HT1B, 5-HT1DB, HTR1D2, S12"	ENSG00000135312	"5-hydroxytryptamine receptor 1B"	P28222	6	77460924-77463491	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters"	Behavior	"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 2.9;placenta: 6.4;stomach 1: 4.9"	"Cell type enhanced"	"Detected in some"		"Horizontal cells: 1.9;Smooth muscle cells: 1.2"	"Cell type enhanced"	"Detected in some"		"endothelial cell: 4.7;medium spiny neuron: 4.3"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	4	"Adrenocortical cancer: 8.0"	"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Lung - Smooth muscle cells, Skeletal muscle - Smooth muscle cells, Testis - Late spermatids"	"Region enriched"	"Detected in all"	4	"basal ganglia: 38.6"	"Region enhanced"	"Detected in many"		"basal ganglia: 12.0"	HPA028808	Enhanced		Approved	"Endoplasmic reticulum,Plasma membrane"			NA	NA				"Cluster 34: Non-specific - Mixed function"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 48: Adipocytes & Endothelial cells - Angiogenesis"	"Cluster 32: Smooth muscle cells - Muscle contraction"	43	"Plasma membrane"	"Endoplasmic reticulum"	"HPA028808: AB_2672782"			"unprognostic (4.38e-3)"																												
