Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
RIIAD1	"C1orf230, FLJ36032, NCRNA00166"	ENSG00000178796	"Regulatory subunit of type II PKA R-subunit domain containing 1"	A6NNX1	1	151710433-151729805	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 10.0;fallopian tube: 24.1;pituitary gland: 33.8;testis: 16.5"	"Cell type enhanced"	"Detected in many"		"Ciliated cells: 127.2;Cone photoreceptor cells: 85.0;Early spermatids: 93.3;Enteroendocrine cells: 34.7;Ionocytes: 31.3;Late spermatids: 55.4;Oocytes: 56.6"	"Cell type enhanced"	"Detected in many"		"ependymal cell: 33.0"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	11	"Neuroblastoma: 7.4"	"Adrenal gland - Adrenal medulla cells, Lung - Respiratory ciliated cells, Pancreas - Alpha cells, Pancreas - Beta cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA045703	Enhanced		Approved	Nucleoplasm,Cytosol			NA	NA				"Cluster 8: Ciliated cells - Cilium organization"	"Cluster 33: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 42: Ciliated cells - Cilium assembly"		Cytosol	Nucleoplasm	"HPA045703: AB_10965795"							"unprognostic (1.22e-3)"									"unprognostic (9.54e-4)"					"unprognostic (3.14e-3)"	"unprognostic (4.94e-3)"			"unprognostic (1.10e-1)"						"unprognostic (1.06e-1)"
RNFT2	"FLJ14627, TMEM118"	ENSG00000135119	"Ring finger protein, transmembrane 2"	Q96EX2	12	116738178-116853631	"Predicted intracellular proteins, Predicted membrane proteins"	"Ubl conjugation pathway"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 10.9;choroid plexus: 4.9;pituitary gland: 5.0;retina: 4.8;testis: 3.6"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 17.0;Early spermatids: 29.7;Excitatory neurons: 21.9;Inhibitory neurons: 27.5;Late spermatids: 75.7;Oligodendrocyte precursor cells: 17.5"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 8.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA064161	Enhanced		Approved	Nucleoplasm,Cytosol			No	No			"Cluster 34: B-cells - Unknown function"	"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 24: Neurons - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 8: Neurons - Neuronal signaling"		Nucleoplasm	Cytosol	"HPA064161: AB_2685202"	"unprognostic (2.14e-2)"	"unprognostic (4.10e-3)"	"unprognostic (3.98e-1)"	"unprognostic (1.76e-1)"		"unprognostic (1.94e-3)"	"unprognostic (1.83e-1)"	"unprognostic (2.48e-3)"					"unprognostic (1.20e-1)"			"unprognostic (5.97e-2)"		"unprognostic (1.60e-2)"	"unprognostic (2.49e-1)"	"unprognostic (5.92e-2)"	"unprognostic (1.50e-1)"		"unprognostic (7.41e-2)"			"unprognostic (3.26e-2)"	"unprognostic (9.24e-3)"	"unprognostic (1.61e-1)"	"unprognostic (3.11e-1)"	"unprognostic (1.57e-1)"	"unprognostic (2.06e-3)"
SCN8A	"CerIII, CIAT, MED, NaCh6, Nav1.6, PN4"	ENSG00000196876	"Sodium voltage-gated channel alpha subunit 8"	Q9UQD0	12	51590266-51812864	"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Sodium transport, Transport"	"Ion channel, Sodium channel, Voltage-gated channel"	"Disease variant, Epilepsy, FDA approved drug targets, Intellectual disability"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 17.5;pituitary gland: 6.5;retina: 7.6"	"Group enriched"	"Detected in many"	4	"Excitatory neurons: 325.4;Inhibitory neurons: 269.0;Oligodendrocyte precursor cells: 98.1"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Liver - Hepatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB022169, HPA043937, HPA073590"			Approved	"Vesicles,Plasma membrane,Cell Junctions"			NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 8: Neurons - Neuronal signaling"	1	"Plasma membrane"	"Vesicles, Cell Junctions"	"CAB022169: , HPA043937: , HPA073590: "			"unprognostic (1.37e-1)"			"unprognostic (1.64e-1)"	"unprognostic (1.49e-1)"	"unprognostic (2.44e-4)"							"unprognostic (7.44e-3)"				"unprognostic (8.02e-4)"				"unprognostic (2.02e-1)"			"unprognostic (2.89e-1)"			"unprognostic (3.04e-1)"		
SIX6	"OPTX2, Six9"	ENSG00000184302	"SIX homeobox 6"	O95475	14	60509146-60512850	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"		"Developmental protein, DNA-binding"	"Cataract, Disease variant, Microphthalmia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	4	"pituitary gland: 27.7"	"Group enriched"	"Detected in some"	7	"Cone photoreceptor cells: 135.9;Muller glia cells: 141.4"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	10	"Glioblastoma Multiforme (TCGA): 1.2;Kidney Chromophobe (TCGA): 1.8"	"Region enriched"	"Detected in single"	22	"hypothalamus: 8.3"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Leukemia: 2.0;Uterine cancer: 1.2"	"Pituitary gland - Lactotropes"	"Region enriched"	"Detected in single"	14	"hypothalamus: 3.6"	"Region enriched"	"Detected in single"	12	"hypothalamus: 2.2"	HPA001403	Approved		Approved	Nucleoplasm			NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 10: Muller glia cells - Visual perception"	2	Nucleoplasm		"HPA001403: AB_1079993"							"unprognostic (3.50e-1)"			"unprognostic (1.15e-1)"																					
SLC4A8	NBC3	ENSG00000050438	"Solute carrier family 4 member 8"	Q2Y0W8	12	51391317-51515763	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Anion exchange, Antiport, Ion transport, Sodium transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 12.6;pituitary gland: 17.4;retina: 10.8;testis: 11.3"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 82.2;Cone photoreceptor cells: 62.9;Early spermatids: 56.8;Excitatory neurons: 111.0;Horizontal cells: 107.0;Inhibitory neurons: 122.7;Oligodendrocytes: 231.8;Spermatocytes: 86.3"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in some"	5	"Breast Invasive Carcinoma (TCGA): 3.7;Glioblastoma Multiforme (TCGA): 6.2;Testicular Germ Cell Tumor (TCGA): 9.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	6	"Neuroblastoma: 24.4"	"Lung - Respiratory ciliated cells, Minor Salivary Gland - Minor salivary glandular cells, Pancreas - Beta cells, Testis - Early spermatids, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA077895			Approved	"Plasma membrane"			NA	NA			"Cluster 25: Non-specific - Unknown function"	"Cluster 28: Neuronal - Transcription"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 51: Oligodendrocytes - Unknown function"		"Plasma membrane"		"HPA077895: "		"unprognostic (1.73e-1)"	"unprognostic (1.81e-2)"			"unprognostic (1.77e-1)"	"unprognostic (2.32e-1)"	"unprognostic (1.82e-1)"								"unprognostic (4.02e-4)"	"unprognostic (3.76e-1)"				"unprognostic (1.56e-1)"	"unprognostic (2.10e-4)"	"unprognostic (2.06e-2)"			"unprognostic (1.06e-1)"			"unprognostic (1.78e-1)"		"unprognostic (1.30e-1)"
SLC7A14	"KIAA1613, PPP1R142"	ENSG00000013293	"Solute carrier family 7 member 14"	Q8TBB6	3	170459548-170586075	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"	"Amino-acid transport, Transport"		"Retinitis pigmentosa"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 15.5;pituitary gland: 7.1;retina: 5.9"	"Group enriched"	"Detected in some"	5	"Bipolar cells: 24.1;Excitatory neurons: 59.8;Horizontal cells: 29.6;Inhibitory neurons: 86.6;Oligodendrocytes: 62.7"	"Cell type enhanced"	"Detected in all"		"hippocampal dentate gyrus: 291.6"	"Cancer enhanced"	"Detected in single"		"Glioblastoma Multiforme (TCGA): 1.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	6	"Neuroblastoma: 10.1"	"Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Pituitary gland - Gonadotropes, Thyroid gland - Parafollicular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA045929	Approved		Approved	"Nucleoplasm,Vesicles,Plasma membrane,Cytosol"			NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 1: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 69: Neurons - Neuronal signaling"	33	"Vesicles, Cytosol"	"Nucleoplasm, Plasma membrane"	"HPA045929: AB_2679501"							"unprognostic (8.75e-2)"	"unprognostic (1.67e-3)"																							
TCEAL6	WEX2	ENSG00000204071	"Transcription elongation factor A like 6"	Q6IPX3	X	102140476-102142970	"Predicted intracellular proteins"	"Transcription, Transcription regulation"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 101.3;pituitary gland: 71.5;testis: 26.0"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 31.3;Granulosa cells: 88.9;Horizontal cells: 22.0;Sertoli cells: 54.4"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in single"	12	"Glioblastoma Multiforme (TCGA): 6.8"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Adipose visceral - Mesothelial cells, Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Kidney - Podocytes, Skin - Eccrine sweat gland cells, Testis - Sertoli cells"									"HPA045564, HPA058982"	Supported		Uncertain	Nucleoplasm			NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 1: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 25: Bipolar cells - Visual perception"		Nucleoplasm		"HPA045564: AB_2679369, HPA058982: AB_2683870"			"unprognostic (1.98e-1)"				"unprognostic (3.17e-3)"	"unprognostic (7.36e-2)"																							
TMEM63C	"C14orf171, CSC1, DKFZp434P0111, hsCSC1"	ENSG00000165548	"Transmembrane protein 63C"	Q9P1W3	14	77116568-77259495	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Ion channel"	"Disease variant, Hereditary spastic paraplegia, Neurodegeneration"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 54.9;pituitary gland: 40.8"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 10.8;Enteroendocrine cells: 17.5;Excitatory neurons: 25.0;Inhibitory neurons: 21.2;Oligodendrocyte precursor cells: 15.1"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"breast cancer: 14.8"	"Breast - Breast glandular cells, Colon - Colon enteroendocrine cells, Heart muscle - Cardiomyocytes, Liver - Kupffer cells, Minor Salivary Gland - Minor salivary gland basal cells, Pancreas - Alpha cells, Pancreas - Beta cells, Spleen - Macrophages, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA030657	Uncertain		Approved	Centrosome			NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 1: Neurons - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 69: Neurons - Neuronal signaling"		Centrosome		"HPA030657: AB_10601699"	"unprognostic (5.91e-2)"	"unprognostic (4.45e-1)"	"unprognostic (1.53e-1)"	"unprognostic (1.47e-1)"	"unprognostic (1.01e-1)"	"unprognostic (2.08e-2)"	"unprognostic (2.35e-1)"		"unprognostic (4.64e-2)"	"unprognostic (1.54e-1)"			"unprognostic (7.62e-3)"			"unprognostic (6.38e-3)"	"unprognostic (1.13e-1)"	"unprognostic (4.32e-2)"	"unprognostic (1.49e-2)"	"unprognostic (1.47e-2)"		"unprognostic (2.11e-3)"			"unprognostic (1.64e-1)"	"unprognostic (7.97e-3)"			"unprognostic (6.99e-2)"	"unprognostic (5.77e-6)"	"unprognostic (2.92e-4)"
TTBK1	KIAA1855	ENSG00000146216	"Tau tubulin kinase 1"	Q5TCY1	6	43243481-43288258	"Enzymes, Predicted intracellular proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 15.7;pituitary gland: 7.8"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 10.2;Bipolar cells: 6.3;Excitatory neurons: 11.7;Horizontal cells: 8.2;Inhibitory neurons: 12.5;Oligodendrocyte precursor cells: 11.3;Oligodendrocytes: 11.5"	"Low cell type specificity"	"Detected in many"			"Cancer enriched"	"Detected in single"	6	"Glioblastoma Multiforme (TCGA): 5.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	10	"Neuroblastoma: 9.0"	"Colon - Colon enteroendocrine cells, Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA031735, HPA031736"	Enhanced		Supported	Nucleoplasm,Cytosol			NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 51: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 71: Horizontal & Bipolar cells - Neuronal signaling"	2	Cytosol	Nucleoplasm	"HPA031735: AB_2674019, HPA031736: AB_10670294"			"unprognostic (2.18e-1)"				"unprognostic (3.32e-1)"	"unprognostic (1.22e-2)"																		"unprognostic (1.35e-2)"					
UNC79	KIAA1409	ENSG00000133958	"Unc-79 homolog, NALCN channel complex subunit"	Q9P2D8	14	93333219-93707876	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 13.1;pituitary gland: 11.4;retina: 5.2"	"Group enriched"	"Detected in some"	4	"Excitatory neurons: 506.3;Inhibitory neurons: 444.0;Oligodendrocyte precursor cells: 253.8;Oligodendrocytes: 188.5"	"Low cell type specificity"	"Detected in all"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Neuroblastoma: 8.1;thyroid cancer: 2.5"	"Colon - Colon enteroendocrine cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA071881			Approved	"Nucleoplasm,Plasma membrane"			NA	NA				"Cluster 28: Neuronal - Transcription"	"Cluster 37: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 8: Neurons - Neuronal signaling"	1	"Plasma membrane"	Nucleoplasm	"HPA071881: AB_2732189"								"unprognostic (4.04e-3)"																							
ABCA7	ABCX	ENSG00000064687	"ATP binding cassette subfamily A member 7"	Q8IZY2	19	1039997-1065572	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Phagocytosis, Transport"	Translocase	"Alzheimer disease, Amyloidosis, Neurodegeneration"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"pituitary gland: 28.0"	"Group enriched"	"Detected in many"	4	"Alveolar cells type 1: 128.3;Bipolar cells: 112.4;Cone photoreceptor cells: 115.5;Extravillous trophoblasts: 366.9;Rod photoreceptor cells: 239.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA041564	Enhanced		Supported	"Golgi apparatus,Plasma membrane,Cell Junctions"			NA	NA			"Cluster 29: Non-specific - Unknown function"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 44: Non-specific - Mixed function"	"Cluster 55: Lymphoma - Immune response"	"Cluster 4: Extravillous trophoblasts - Unknown function"		"Golgi apparatus, Plasma membrane"	"Cell Junctions"	"HPA041564: AB_2677550"	"unprognostic (2.54e-2)"	"unprognostic (2.66e-1)"	"unprognostic (2.46e-1)"	"unprognostic (5.00e-2)"	"unprognostic (8.90e-3)"	"unprognostic (3.74e-1)"	"unprognostic (1.46e-2)"		"unprognostic (1.03e-1)"	"unprognostic (2.08e-1)"	"unprognostic (3.87e-6)"	"unprognostic (1.33e-1)"	"unprognostic (7.74e-3)"	"unprognostic (1.24e-1)"	"unprognostic (3.00e-2)"	"unprognostic (5.74e-2)"	"unprognostic (7.72e-2)"	"unprognostic (1.50e-1)"	"unprognostic (1.95e-1)"	"unprognostic (2.39e-2)"	"unprognostic (9.33e-3)"	"unprognostic (7.72e-3)"	"unprognostic (2.29e-2)"	"unprognostic (3.04e-2)"	"unprognostic (9.74e-3)"	"unprognostic (4.08e-1)"	"unprognostic (3.71e-1)"	"unprognostic (3.20e-2)"	"unprognostic (1.21e-1)"	"unprognostic (2.01e-1)"	"unprognostic (8.45e-2)"
ALK	"ALK1, CD246"	ENSG00000171094	"ALK receptor tyrosine kinase"	Q9UM73	2	29192774-29921586	"Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"		"Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Cancer-related genes, Disease variant, FDA approved drug targets, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 1.7;pituitary gland: 1.2;testis: 1.2"	"Group enriched"	"Detected in some"	5	"Inhibitory neurons: 262.0;Oligodendrocyte precursor cells: 407.0"	"Cell type enhanced"	"Detected in all"		"LAMP5-LHX6 and Chandelier: 876.2"	"Group enriched"	"Detected in some"	4	"Glioblastoma Multiforme (TCGA): 1.7;Ovary Serous Cystadenocarcinoma (TCGA): 1.0;Skin Cuteneous Melanoma (TCGA): 2.3;Thyroid Carcinoma (TCGA): 1.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	9	"Neuroblastoma: 84.2"	"Colon - Enteric glia cells, Pituitary gland - Lactotropes, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA010694	Approved		Supported	"Plasma membrane"			NA	NA				"Cluster 17: Neuronal - Synaptic function"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 65: Neurons - Synaptic function"	36	"Plasma membrane"		"HPA010694: AB_1078133"			"unprognostic (7.24e-2)"				"unprognostic (7.71e-2)"	"unprognostic (9.10e-2)"												"unprognostic (2.12e-1)"							"unprognostic (2.65e-3)"			"unprognostic (2.39e-1)"	
ARC	"Arg3.1, KIAA0278"	ENSG00000198576	"Activity regulated cytoskeleton associated protein"	Q7LC44	8	142611049-142614479	"Predicted intracellular proteins"	"Endocytosis, Transport"	"Developmental protein, RNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 35.5;pituitary gland: 65.8"	"Cell type enhanced"	"Detected in many"		"Basal prostatic cells: 82.0;Breast glandular cells: 33.3;Breast myoepithelial cells: 63.5;Endometrial stromal cells: 47.8;Enteroendocrine cells: 60.6"	"Cell type enhanced"	"Detected in many"		"hippocampal CA1-3: 21.2;hippocampal CA4: 25.4"	"Cancer enriched"	"Detected in many"	13	"Glioblastoma Multiforme (TCGA): 48.6"	"Group enriched"	"Detected in all"	6	"cerebral cortex: 241.8;hippocampal formation: 70.5"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	6	"Bone cancer: 9.7;Neuroblastoma: 21.6"	"Adrenal gland - Adrenal medulla cells"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	6	"basal ganglia: 32.0;cerebral cortex: 113.4;hippocampal formation: 64.7;olfactory bulb: 35.5"	"HPA056430, CAB079013"		Supported	Approved	Vesicles,Microtubules			NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 29: Forebrain - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 80: Non-specific - Transcription"	6	"Vesicles, Microtubules"		"CAB079013: , HPA056430: AB_2683130"		"unprognostic (1.85e-3)"	"unprognostic (5.68e-2)"				"unprognostic (1.28e-1)"	"unprognostic (2.38e-1)"	"unprognostic (1.66e-1)"		"unprognostic (9.52e-7)"	"unprognostic (2.06e-2)"								"unprognostic (9.20e-2)"							"unprognostic (2.95e-2)"		"unprognostic (1.16e-1)"	"unprognostic (1.75e-1)"	
