Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
AVPR2	"DIR, DIR3, V2R"	ENSG00000126895	"Arginine vasopressin receptor 2"	P30518	X	153902531-153907166	"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Diabetes insipidus, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 9.6;kidney: 10.7"	"Group enriched"	"Detected in some"	7	"Adipocytes: 46.0;Collecting duct cells: 40.8;Endothelial cells: 17.2"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Region enriched"	"Detected in many"	5	"cerebellum: 9.3"	"Group enriched"	"Detected in some"	28	"intermediate monocyte: 3.5;non-classical monocyte: 3.2"	"Lineage enriched"	"Detected in single"	30	"monocytes: 3.5"	"Cancer enhanced"	"Detected in some"		"Adrenocortical cancer: 5.3"	"Adipose visceral - Endothelial cells, Breast - Endothelial cells, Minor Salivary Gland - Endothelial cells, Prostate - Endothelial cells, Testis - Endothelial cells"	"Not detected"	"Not detected"			"Region enriched"	"Detected in single"	29	"cerebellum: 10.5"								NA	NA			"Cluster 40: Monocytes - Innate immune response"	"Cluster 7: Adipose tissue - Mixed function"	"Cluster 35: Non-specific - DNA binding"	"Cluster 70: DU4475 - Unknown function"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	4						"unprognostic (1.05e-2)"							"unprognostic (4.18e-2)"	"unprognostic (6.66e-5)"		"unprognostic (2.54e-3)"							"unprognostic (2.53e-2)"	"unprognostic (1.50e-3)"						"unprognostic (1.73e-1)"			"unprognostic (2.04e-1)"	
BCAM	"CD239, LU"	ENSG00000187244	"Basal cell adhesion molecule (Lutheran blood group)"	P50895	19	44809071-44821421	"Blood group antigen proteins, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion"	"Blood group antigen, Receptor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 308.1"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 358.1;Basal respiratory cells: 432.6;Collecting duct cells: 488.2;Cytotrophoblasts: 688.0;Secretory cells: 548.9;Syncytiotrophoblasts: 406.4"	"Group enriched"	"Detected in many"	9	"endothelial cell: 121.2;pericyte: 138.1;vascular associated smooth muscle cell: 296.0"	"Cancer enhanced"	"Detected in all"		"Ovary Serous Cystadenocarcinoma (TCGA): 1142.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Lung - Alveolar cells type 1, Prostate - Prostate glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA005654	Enhanced		Approved	"Nucleoli fibrillar center"			NA	NA		13000000		"Cluster 51: Thyroid gland - Unknown function"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 24: Cytotrophoblasts - Mitochondria"	10	"Nucleoli fibrillar center"		"HPA005654: AB_2667378"	"unprognostic (1.34e-3)"	"unprognostic (2.80e-1)"	"unprognostic (2.03e-1)"	"unprognostic (2.23e-2)"	"unprognostic (4.88e-2)"	"unprognostic (1.19e-1)"	"unprognostic (5.79e-2)"	"unprognostic (2.35e-3)"	"unprognostic (1.49e-3)"	"unprognostic (4.52e-2)"	"unprognostic (2.37e-6)"	"unprognostic (8.88e-4)"	"unprognostic (3.97e-1)"	"unprognostic (3.89e-1)"	"unprognostic (7.32e-2)"	"unprognostic (1.46e-2)"	"unprognostic (4.88e-2)"	"unprognostic (7.13e-2)"	"unprognostic (8.60e-2)"	"unprognostic (7.58e-2)"	"unprognostic (1.30e-1)"	"unprognostic (1.63e-3)"	"unprognostic (4.45e-2)"	"unprognostic (4.01e-2)"	"unprognostic (3.00e-2)"	"unprognostic (2.70e-2)"	"unprognostic (1.87e-1)"	"unprognostic (8.88e-3)"	"unprognostic (5.93e-2)"	"unprognostic (1.01e-2)"	"unprognostic (2.26e-2)"
BDH2	"DHRS6, FLJ13261, PRO20933, SDR15C1, UCPA-OR, UNQ6308"	ENSG00000164039	"3-hydroxybutyrate dehydrogenase 2"	Q9BUT1	4	103077592-103099870	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Lipid metabolism"	Oxidoreductase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 157.7"	"Cell type enhanced"	"Detected in many"		"Distal tubular cells: 221.3;Proximal enterocytes: 187.0;Proximal tubular cells: 769.9"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036028, HPA036029"	Enhanced		Supported	Cytosol			NA	NA		7600	"Cluster 24: Non-specific - Transcription"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	1	Cytosol		"HPA036028: AB_10670674, HPA036029: AB_2674909"	"unprognostic (1.73e-1)"	"unprognostic (3.51e-1)"	"unprognostic (5.76e-2)"	"unprognostic (8.27e-2)"	"unprognostic (1.28e-1)"	"unprognostic (5.17e-2)"	"unprognostic (2.28e-1)"	"unprognostic (1.47e-1)"	"unprognostic (2.29e-1)"	"unprognostic (6.11e-3)"	"unprognostic (3.33e-16)"	"unprognostic (2.84e-6)"	"unprognostic (9.79e-6)"	"unprognostic (1.75e-1)"	"unprognostic (6.47e-4)"	"unprognostic (2.46e-2)"	"unprognostic (3.12e-1)"	"unprognostic (2.69e-1)"	"unprognostic (1.24e-1)"	"unprognostic (4.57e-1)"	"unprognostic (4.30e-2)"	"unprognostic (2.65e-2)"	"unprognostic (1.40e-1)"	"unprognostic (4.89e-2)"	"unprognostic (3.17e-2)"	"unprognostic (1.13e-1)"	"unprognostic (9.83e-2)"	"unprognostic (2.42e-2)"	"unprognostic (2.52e-1)"	"unprognostic (5.26e-3)"	"unprognostic (6.43e-2)"
BICC1		ENSG00000122870	"BicC family RNA binding protein 1"	Q9H694	10	58512872-58831435	"Disease related genes, Predicted intracellular proteins"		"Developmental protein, RNA-binding"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 27.6"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 114.3;Cholangiocytes: 164.1;Distal tubular cells: 138.3;Ductal cells: 91.7;Microglial cells: 158.4;Proximal tubular cells: 176.1"	"Cell type enriched"	"Detected in all"	5	"fibroblast: 1315.7"	"Cancer enhanced"	"Detected in all"		"Kidney Renal Clear Cell Carcinoma (TCGA): 28.0;Kidney Renal Papillary Cell Carcinoma (TCGA): 52.6"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	10	"basophil: 6.2"	"Lineage enriched"	"Detected in single"	10	"granulocytes: 6.2"	"Cancer enhanced"	"Detected in many"		"Kidney cancer: 68.3"	"Breast - Fibroblasts, Heart muscle - Fibroblasts, Lung - Fibroblast_2, Prostate - Fibroblasts, Spleen - Fibroblast_1"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA070797			Approved	Centrosome,Cytosol			NA	NA			"Cluster 41: Basophils - Unknown function"	"Cluster 51: Thyroid gland - Unknown function"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 53: Fibroblasts - ECM organization"		Cytosol	Centrosome	"HPA070797: "	"unprognostic (4.83e-2)"	"unprognostic (1.71e-1)"	"unprognostic (2.57e-1)"	"unprognostic (3.00e-3)"	"unprognostic (1.28e-1)"	"unprognostic (1.37e-1)"	"unprognostic (2.38e-3)"	"unprognostic (1.34e-2)"	"unprognostic (4.82e-2)"	"unprognostic (9.56e-2)"	"unprognostic (1.83e-5)"	"unprognostic (1.08e-1)"	"unprognostic (2.43e-1)"	"unprognostic (3.96e-3)"	"unprognostic (1.83e-1)"	"unprognostic (2.18e-2)"	"unprognostic (8.61e-2)"	"unprognostic (1.00e-1)"	"unprognostic (6.49e-2)"	"unprognostic (1.36e-3)"	"unprognostic (9.78e-2)"	"unprognostic (2.16e-3)"	"unprognostic (3.41e-1)"	"unprognostic (7.33e-2)"	"unprognostic (1.96e-1)"	"unprognostic (1.11e-2)"	"unprognostic (1.80e-1)"	"unprognostic (1.79e-3)"	"unprognostic (2.64e-2)"	"unprognostic (2.38e-2)"	"unprognostic (7.42e-2)"
BICDL1	"BICDR-1, CCDC64, FLJ26450"	ENSG00000135127	"BICD family like cargo adaptor 1"	Q6ZP65	12	119989236-120094494	"Predicted intracellular proteins"	"Neurogenesis, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 125.3;pituitary gland: 78.1"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 117.2;Excitatory neurons: 101.9;Inhibitory neurons: 108.7;Mesothelial cells: 111.0;Rod photoreceptor cells: 194.8"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Kidney Renal Papillary Cell Carcinoma (TCGA): 77.6"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - T-cells, Adipose visceral - Mesothelial cells, Pituitary gland - Somatotropes, Spleen - T-cells, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA061116	Enhanced		Approved	Nucleoplasm,Vesicles,Cytosol			NA	NA			"Cluster 31: T-cells - T-cell receptor"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 1: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"		"Nucleoplasm, Cytosol"	Vesicles	"HPA061116: AB_2684433"	"unprognostic (1.62e-1)"	"unprognostic (1.80e-1)"		"unprognostic (2.11e-2)"	"unprognostic (6.26e-3)"	"unprognostic (1.10e-1)"	"unprognostic (1.17e-4)"		"unprognostic (1.70e-3)"	"unprognostic (1.74e-2)"	"unprognostic (1.57e-3)"	"unprognostic (3.81e-2)"	"unprognostic (2.86e-4)"	"unprognostic (1.33e-2)"		"unprognostic (4.48e-2)"	"unprognostic (3.39e-2)"	"unprognostic (2.33e-1)"	"unprognostic (3.60e-1)"	"unprognostic (5.41e-2)"	"unprognostic (8.56e-2)"	"unprognostic (1.07e-3)"	"unprognostic (1.79e-1)"	"unprognostic (2.82e-1)"	"unprognostic (9.80e-2)"	"unprognostic (2.50e-1)"	"unprognostic (5.87e-2)"	"unprognostic (2.68e-4)"	"unprognostic (2.15e-1)"	"unprognostic (3.86e-1)"	"unprognostic (4.49e-2)"
BPHL	"Bph-rp, MCNAA, VACVase"	ENSG00000137274	"Biphenyl hydrolase like"	Q86WA6	6	3118374-3153578	"Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 106.1;liver: 82.0"	"Cell type enhanced"	"Detected in many"		"Proximal enterocytes: 103.5;Proximal tubular cells: 246.1"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036752, HPA036753"	Enhanced		Approved	Mitochondria			NA	NA		6400	"Cluster 18: Non-specific - Translation"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 14: Neurons - Synaptic function"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"		Mitochondria		"HPA036752: AB_10673662, HPA036753: AB_2675291"	"unprognostic (1.49e-1)"	"unprognostic (2.71e-2)"	"unprognostic (9.30e-2)"	"unprognostic (2.05e-1)"	"unprognostic (1.46e-1)"	"unprognostic (4.76e-2)"	"unprognostic (1.63e-1)"	"unprognostic (7.27e-3)"	"unprognostic (1.29e-3)"	"unprognostic (3.51e-1)"	"unprognostic (2.96e-9)"	"unprognostic (5.14e-4)"	"unprognostic (1.05e-5)"	"unprognostic (9.65e-2)"	"unprognostic (4.09e-3)"	"unprognostic (2.44e-1)"	"unprognostic (3.06e-1)"	"unprognostic (1.62e-1)"	"unprognostic (6.80e-2)"	"unprognostic (1.76e-2)"	"unprognostic (9.97e-2)"	"unprognostic (3.72e-1)"	"unprognostic (1.63e-1)"	"unprognostic (2.59e-2)"	"unprognostic (8.57e-2)"	"unprognostic (5.53e-2)"	"unprognostic (4.14e-1)"	"unprognostic (5.46e-2)"	"unprognostic (5.22e-3)"	"unprognostic (8.66e-3)"	"unprognostic (1.74e-1)"
C1QL1	"C1QRF, C1QTNF14, CRF, CTRP14"	ENSG00000131094	"Complement C1q like 1"	O75973	17	44959693-44968303	"Plasma proteins, Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 51.7;kidney: 20.4"	"Group enriched"	"Detected in some"	6	"Horizontal cells: 288.3;Mesothelial cells: 112.1;Oligodendrocyte precursor cells: 79.2"	"Group enriched"	"Detected in many"	4	"committed oligodendrocyte precursor: 67.9;LAMP5-LHX6 and Chandelier: 156.3;oligodendrocyte precursor cell: 199.8"	"Cancer enriched"	"Detected in many"	5	"Glioblastoma Multiforme (TCGA): 134.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Kidney cancer: 91.1"	"Adipose visceral - Mesothelial cells, Kidney - Podocytes, Liver - Cholangiocyte, Pancreas - Alpha cells, Pancreas - Beta cells, Prostate - Fibroblasts, Stomach - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA071349			Approved	Vesicles,Cytosol	"Secreted in brain"	"Complement pathway"	NA	NA				"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 71: Horizontal & Bipolar cells - Neuronal signaling"		Vesicles	Cytosol	"HPA071349: "	"unprognostic (6.34e-2)"	"unprognostic (5.84e-2)"	"unprognostic (1.38e-1)"	"unprognostic (3.94e-2)"			"unprognostic (1.56e-2)"	"unprognostic (1.17e-5)"	"unprognostic (1.08e-1)"	"unprognostic (8.44e-2)"	"unprognostic (7.10e-4)"	"unprognostic (8.66e-4)"	"unprognostic (5.21e-3)"	"unprognostic (2.65e-2)"	"unprognostic (1.50e-2)"			"unprognostic (8.86e-2)"		"unprognostic (1.63e-3)"	"unprognostic (1.01e-1)"	"unprognostic (7.64e-3)"					"unprognostic (5.54e-2)"	"unprognostic (2.11e-2)"	"unprognostic (5.91e-2)"	"unprognostic (2.60e-2)"	"unprognostic (3.14e-2)"
C2CD4A	"FAM148A, NLF1"	ENSG00000198535	"C2 calcium dependent domain containing 4A"	Q8NCU7	15	62066977-62070917	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"kidney: 4.9;pituitary gland: 13.2"	"Cell type enriched"	"Detected in many"	8	"Glandular and luminal cells: 125.8"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gastric cancer: 3.5"	"Minor Salivary Gland - Minor salivary glandular cells"									HPA078864			Supported	Nucleoplasm,Nucleoli			NA	NA				"Cluster 68: Non-specific - Protein processing"	"Cluster 1: Neurons - Mixed function"	"Cluster 2: Mucus-secreting cells - Unknown function"	"Cluster 37: Glandular & Luminal cells - Unknown function"		Nucleoplasm	Nucleoli	"HPA078864: "	"unprognostic (5.05e-3)"	"unprognostic (9.10e-2)"	"unprognostic (2.62e-2)"	"unprognostic (6.23e-3)"	"unprognostic (5.64e-3)"	"unprognostic (3.83e-2)"				"unprognostic (4.13e-1)"	"unprognostic (4.52e-6)"	"unprognostic (4.60e-1)"	"unprognostic (5.69e-3)"	"unprognostic (2.97e-3)"		"unprognostic (1.13e-1)"	"unprognostic (1.49e-2)"	"unprognostic (4.24e-1)"	"unprognostic (4.31e-2)"			"unprognostic (5.97e-2)"	"unprognostic (5.92e-2)"	"unprognostic (3.05e-1)"	"unprognostic (5.13e-3)"	"unprognostic (7.99e-2)"		"unprognostic (1.82e-2)"		"unprognostic (7.37e-2)"	"unprognostic (6.83e-2)"
C3orf85	FLJ22763	ENSG00000241224	"Chromosome 3 open reading frame 85"	A0A1B0GTC6	3	109118252-109151401	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"intestine: 68.5;kidney: 13.4;liver: 19.2"	"Cell type enriched"	"Detected in some"	5	"Proximal enterocytes: 849.1"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Colon Adenocarcinoma (TCGA): 2.2;Rectum Adenocarcinoma (TCGA): 2.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"colorectal cancer: 1.6"	"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"										NA	NA		1700000		"Cluster 25: Small intestine - Absorption"	"Cluster 9: Non-specific - Receptor signaling"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 22: Proximal enterocytes - Digestion"									"unprognostic (5.34e-2)"	"unprognostic (6.99e-2)"							"unprognostic (1.74e-1)"	"unprognostic (5.74e-3)"											"unprognostic (1.32e-2)"	"unprognostic (6.42e-3)"					
CA12	HsT18816	ENSG00000074410	"Carbonic anhydrase 12"	O43570	15	63321378-63381846	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins"		Lyase	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 149.3;kidney: 280.0;skin 1: 138.4"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 145.6;Basal squamous epithelial cells: 124.3;Distal enterocytes: 349.5;Intestinal goblet cells: 117.1;Paneth cells: 129.7;Squamous epithelial cells: 182.1;Suprabasal keratinocytes: 192.1"	"Cell type enhanced"	"Detected in many"		"choroid plexus epithelial cell: 419.9;medium spiny neuron: 120.1"	"Cancer enriched"	"Detected in all"	4	"Kidney Chromophobe (TCGA): 734.0"	"Group enriched"	"Detected in all"	5	"basal ganglia: 92.5;choroid plexus: 274.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Kidney cancer: 208.5"	"Minor Salivary Gland - Minor salivary gland basal cells, Skin - Keratinocyte (other), Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA008773, CAB025181, CAB062549, CAB068179, HPA073203"	Enhanced						NA	NA		29000		"Cluster 52: Kidney - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 5: Enterocytes - Absorption"				"CAB025181: , CAB062549: AB_2665617, CAB068179: AB_2665616, HPA008773: AB_1078394, HPA073203: AB_2686580"	"unprognostic (1.14e-1)"	"unprognostic (1.20e-1)"	"unprognostic (2.68e-1)"	"unprognostic (1.13e-2)"	"unprognostic (2.11e-2)"	"unprognostic (1.96e-1)"	"unprognostic (6.36e-2)"	"unprognostic (1.41e-2)"	"unprognostic (1.67e-2)"	"unprognostic (4.20e-1)"	"unprognostic (3.26e-5)"	"unprognostic (1.65e-2)"	"unprognostic (1.27e-1)"	"unprognostic (6.40e-2)"	"unprognostic (6.71e-4)"	"unprognostic (3.62e-2)"	"unprognostic (5.27e-2)"	"unprognostic (8.52e-2)"	"unprognostic (2.08e-2)"	"unprognostic (1.93e-3)"	"unprognostic (4.28e-1)"	"unprognostic (1.26e-6)"	"unprognostic (1.36e-1)"	"unprognostic (2.41e-1)"	"unprognostic (3.97e-1)"	"unprognostic (3.17e-6)"	"unprognostic (2.98e-1)"	"unprognostic (2.04e-1)"	"unprognostic (4.14e-2)"	"unprognostic (1.16e-1)"	"unprognostic (1.22e-1)"
CALB1	CALB	ENSG00000104327	"Calbindin 1"	P05937	8	90058608-90095475	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 90.3;kidney: 310.4"	"Cell type enriched"	"Detected in some"	4	"Cone photoreceptor cells: 209.0"	"Group enriched"	"Detected in many"	4	"bergmann glia: 30.7;hippocampal dentate gyrus: 97.7;LAMP5-LHX6 and Chandelier: 95.1;medium spiny neuron: 115.5;MGE interneuron: 35.5;splatter: 53.3;thalamic excitatory: 58.7"	"Cancer enhanced"	"Detected in all"		"Testicular Germ Cell Tumor (TCGA): 116.6"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"non-classical monocyte: 7.0"	"Group enriched"	"Detected in many"	5	"granulocytes: 5.6;monocytes: 7.0"	"Low cancer specificity"	"Detected in all"			"Colon - Colon enteroendocrine cells"	"Region enhanced"	"Detected in all"		"cerebellum: 430.7"	"Group enriched"	"Detected in all"	4	"basal ganglia: 65.5;cerebellum: 159.4"	"CAB002138, HPA023099, HPA056734"	Enhanced		Approved	Vesicles			NA	NA		30000	"Cluster 7: Non-specific - Innate immune response"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 66: Photoreceptor cells - Visual perception"	5	Vesicles		"CAB002138: AB_563448, HPA023099: AB_1845859, HPA056734: AB_2683220"	"unprognostic (6.12e-2)"	"unprognostic (2.25e-1)"	"unprognostic (1.88e-1)"	"unprognostic (3.89e-2)"	"unprognostic (3.44e-3)"	"unprognostic (1.66e-2)"	"unprognostic (1.42e-1)"		"unprognostic (5.15e-2)"	"unprognostic (6.20e-3)"	"unprognostic (4.67e-2)"	"unprognostic (1.33e-1)"	"unprognostic (1.56e-1)"	"unprognostic (2.81e-1)"	"unprognostic (1.43e-1)"	"unprognostic (1.36e-1)"	"unprognostic (4.80e-2)"	"unprognostic (1.73e-3)"	"unprognostic (1.30e-2)"	"unprognostic (4.12e-2)"	"unprognostic (2.12e-1)"	"unprognostic (1.35e-3)"	"unprognostic (1.60e-1)"	"unprognostic (1.22e-1)"	"unprognostic (2.64e-2)"	"unprognostic (4.98e-3)"	"unprognostic (2.93e-1)"	"unprognostic (6.43e-2)"	"unprognostic (9.65e-2)"	"unprognostic (1.03e-1)"	"unprognostic (3.34e-3)"
