Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
MROH1	"HEATR7A, KIAA1833"	ENSG00000179832	"Maestro heat like repeat family member 1"	Q8NDA8	8	144148016-144261927	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"thyroid gland: 48.5"	"Cell type enhanced"	"Detected in all"		"Syncytiotrophoblasts: 60.8"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Breast - Breast glandular cells, Stomach - Gastric mucous cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA024287, HPA044465"	Approved	Supported	Approved	Nucleoplasm,Cytosol			NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 47: Spleen - Immune response"	"Cluster 24: Neurons - Mixed function"	"Cluster 40: Non-specific - Unknown function"	"Cluster 72: Alveolar cells - Lung function"	19	Nucleoplasm	Cytosol	"HPA024287: , HPA044465: AB_10960985"	"unprognostic (1.84e-1)"	"unprognostic (6.71e-2)"		"unprognostic (3.81e-3)"	"unprognostic (1.02e-1)"	"unprognostic (1.83e-1)"	"unprognostic (1.91e-2)"		"unprognostic (3.34e-1)"	"unprognostic (6.58e-2)"	"unprognostic (1.05e-1)"	"unprognostic (2.11e-1)"	"unprognostic (2.22e-6)"	"unprognostic (1.25e-1)"		"unprognostic (2.52e-1)"	"unprognostic (1.23e-1)"	"unprognostic (1.80e-3)"	"unprognostic (1.10e-1)"	"unprognostic (5.55e-2)"	"unprognostic (1.73e-2)"	"unprognostic (1.51e-1)"	"unprognostic (4.33e-2)"	"unprognostic (4.34e-1)"	"unprognostic (1.38e-1)"	"unprognostic (9.94e-2)"	"unprognostic (2.38e-1)"	"unprognostic (7.88e-3)"	"unprognostic (1.42e-1)"	"unprognostic (1.34e-1)"	"unprognostic (2.43e-1)"
MROH2A	HEATR7B1	ENSG00000185038	"Maestro heat like repeat family member 2A"	A6NES4	2	233775679-233833423	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"testis: 1.7;thyroid gland: 1.5"	"Cell type enhanced"	"Detected in some"		"Basal squamous epithelial cells: 2.4;Early spermatids: 1.0;Late spermatids: 2.0;Oocytes: 2.2;Spermatocytes: 1.4"	"Cell type enriched"	"Detected in some"	8	"deep-layer near-projecting: 12.2"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Bone cancer: 2.0"	"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA052107	Uncertain		Uncertain	Cytosol			NA	NA				"Cluster 78: Testis - Transcription"		"Cluster 7: Liver cancer - Metabolism"	"Cluster 31: Spermatocytes - Spermatogenesis"		Cytosol		"HPA052107: AB_2681729"																					"unprognostic (4.19e-2)"										
MT1F	MT1	ENSG00000198417	"Metallothionein 1F"	P04733	16	56657731-56660698	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 548.8;liver: 548.2;thyroid gland: 1147.1"	"Cell type enriched"	"Detected in many"	4	"Proximal tubular cells: 11326.9"	"Group enriched"	"Detected in many"	5	"astrocyte: 39.9;endothelial cell: 66.4;ependymal cell: 76.1"	"Cancer enhanced"	"Detected in all"		"Thyroid Carcinoma (TCGA): 571.9"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	5	"basophil: 56.0;classical monocyte: 30.3;gdT-cell: 47.1;MAIT T-cell: 41.9;memory B-cell: 25.8;memory CD4 T-cell: 49.1;memory CD8 T-cell: 80.3;naive CD4 T-cell: 49.6;naive CD8 T-cell: 85.8;T-reg: 89.5"	"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Uterine cancer: 93.0"	"Adrenal gland - Adrenal cortex cells, Stomach - Chief cells, Thyroid gland - Thyroid glandular cells"																NA	NA		520000	"Cluster 11: T-cells - Unknown function"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	1				"unprognostic (4.28e-2)"	"unprognostic (2.17e-1)"	"unprognostic (1.67e-3)"	"unprognostic (4.01e-1)"	"unprognostic (2.55e-1)"	"unprognostic (8.72e-2)"	"unprognostic (3.03e-4)"	"unprognostic (5.34e-5)"	"unprognostic (9.09e-4)"	"unprognostic (2.28e-1)"	"unprognostic (3.26e-4)"	"unprognostic (1.97e-1)"	"unprognostic (2.24e-2)"	"unprognostic (1.98e-1)"	"unprognostic (2.02e-1)"	"unprognostic (1.08e-1)"	"unprognostic (4.12e-2)"	"unprognostic (1.31e-2)"	"unprognostic (1.77e-1)"	"unprognostic (8.06e-2)"	"unprognostic (7.26e-2)"	"unprognostic (1.47e-1)"	"unprognostic (1.59e-1)"	"unprognostic (4.06e-1)"	"unprognostic (6.75e-2)"	"unprognostic (3.96e-3)"	"unprognostic (1.44e-1)"	"unprognostic (4.54e-2)"	"unprognostic (9.28e-2)"	"unprognostic (7.90e-3)"	"unprognostic (4.00e-3)"
MT1G	"MT1, MT1K"	ENSG00000125144	"Metallothionein 1G"	P13640	16	56666730-56668065	"Cancer-related genes, Predicted intracellular proteins"			"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 3431.1;liver: 6693.8;thyroid gland: 2788.7"	"Cell type enriched"	"Detected in many"	5	"Proximal tubular cells: 90230.2"	"Group enriched"	"Detected in many"	4	"astrocyte: 63.2;endothelial cell: 35.8;ependymal cell: 61.4"	"Cancer enhanced"	"Detected in all"		"Liver Hepatocellular Carcinoma (TCGA): 978.8;Thyroid Carcinoma (TCGA): 1403.8"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Bile duct cancer: 163.9;colorectal cancer: 107.7;Leukemia: 117.7"	"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Minor Salivary Gland - Minor salivary gland basal cells, Stomach - Chief cells"																NA	NA			"Cluster 6: T-cells - T-cell receptor"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	3				"unprognostic (2.46e-2)"	"unprognostic (3.77e-2)"	"unprognostic (1.31e-1)"	"unprognostic (4.45e-2)"	"unprognostic (1.25e-1)"	"unprognostic (2.51e-1)"	"unprognostic (4.22e-4)"	"unprognostic (7.89e-4)"	"unprognostic (1.61e-2)"	"unprognostic (1.24e-1)"	"unprognostic (7.85e-4)"	"unprognostic (2.40e-2)"	"unprognostic (1.45e-1)"	"unprognostic (1.11e-1)"	"unprognostic (6.55e-3)"	"unprognostic (6.54e-2)"	"unprognostic (4.82e-2)"	"unprognostic (2.33e-1)"	"unprognostic (1.48e-1)"	"unprognostic (2.45e-1)"	"unprognostic (7.88e-2)"	"unprognostic (2.07e-2)"	"unprognostic (2.11e-1)"	"unprognostic (2.10e-1)"	"unprognostic (3.29e-1)"	"unprognostic (4.99e-3)"	"unprognostic (3.86e-2)"	"unprognostic (1.19e-1)"	"unprognostic (5.23e-2)"	"unprognostic (4.77e-2)"	"unprognostic (5.46e-3)"
NKX6-1	"Nkx6.1, NKX6A"	ENSG00000163623	"NK6 homeobox 1"	P78426	4	84491985-84499292	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding, Repressor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 2.9;esophagus: 8.9;pancreas: 6.2;thyroid gland: 3.1"	"Cell type enhanced"	"Detected in some"		"Ductal cells: 9.2;Early spermatids: 38.5;Pancreatic endocrine cells: 17.0;Spermatocytes: 14.4"	"Group enriched"	"Detected in some"	21	"ependymal cell: 37.9;fibroblast: 20.3;pericyte: 21.5;vascular associated smooth muscle cell: 18.5"	"Cancer enriched"	"Detected in some"	9	"Kidney Chromophobe (TCGA): 35.0"	"Region enhanced"	"Detected in many"		"midbrain: 30.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	5	"Bone cancer: 17.4"	"Testis - Early spermatids, Testis - Late spermatids"	"Region enhanced"	"Detected in single"		"pons and medulla: 1.6"	"Group enriched"	"Detected in many"	5	"hypothalamus: 4.6;medulla oblongata: 6.0;midbrain: 6.7;pons: 6.8;spinal cord: 14.2"	"HPA036774, CAB070169"	Enhanced		Approved	Nucleoplasm			NA	NA				"Cluster 38: Salivary gland - Salivary secretion"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 70: Spermatocytes & Spermatids - Spermatid development"	1	Nucleoplasm		"CAB070169: AB_10011794, HPA036774: AB_10673664"		"unprognostic (2.42e-1)"					"unprognostic (2.45e-1)"			"unprognostic (1.02e-1)"										"unprognostic (2.55e-1)"	"unprognostic (1.23e-1)"	"unprognostic (7.37e-3)"								"unprognostic (1.70e-2)"	
NPNT	"EGFL6L, POEM"	ENSG00000168743	Nephronectin	Q6UXI9	4	105894775-106004027	"Predicted intracellular proteins, Predicted secreted proteins"	"Cell adhesion, Differentiation"	"Developmental protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 132.8;thyroid gland: 227.5"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 166.3;Alveolar cells type 2: 94.0"	"Cell type enhanced"	"Detected in many"		"medium spiny neuron: 98.7;vascular associated smooth muscle cell: 143.6"	"Cancer enhanced"	"Detected in all"		"Thyroid Carcinoma (TCGA): 279.0"	"Region enhanced"	"Detected in all"		"midbrain: 63.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 71.1"	"Adipose subcutaneous - Smooth muscle cells, Adrenal gland - Adrenal cortex cells, Kidney - Podocytes, Liver - Hepatic stellate cells, Prostate - Smooth muscle cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003711, HPA050203"	Supported		Approved	"Nucleoplasm,Cell Junctions,Cytosol"	"Secreted to extracellular matrix"	"Developmental protein"	NA	NA		330000		"Cluster 51: Thyroid gland - Unknown function"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 72: Alveolar cells - Lung function"	2	"Nucleoplasm, Cell Junctions, Cytosol"		"HPA003711: AB_1854591, HPA050203: AB_2681050"	"unprognostic (1.19e-1)"	"unprognostic (3.11e-2)"	"unprognostic (3.08e-1)"	"unprognostic (4.08e-2)"	"unprognostic (1.35e-1)"	"unprognostic (5.16e-2)"	"unprognostic (1.35e-1)"	"unprognostic (2.47e-2)"	"unprognostic (1.62e-1)"	"unprognostic (2.99e-1)"	"unprognostic (1.09e-6)"	"unprognostic (1.31e-3)"	"unprognostic (7.04e-2)"	"unprognostic (1.48e-1)"	"unprognostic (2.83e-2)"	"unprognostic (1.77e-1)"	"unprognostic (3.25e-2)"	"unprognostic (2.12e-3)"	"unprognostic (1.88e-2)"	"unprognostic (1.83e-2)"	"unprognostic (3.03e-1)"	"unprognostic (9.55e-2)"	"unprognostic (5.13e-2)"	"unprognostic (2.63e-1)"	"unprognostic (1.59e-1)"	"unprognostic (6.42e-2)"	"unprognostic (1.25e-5)"	"unprognostic (3.82e-2)"	"unprognostic (1.38e-1)"	"unprognostic (5.68e-2)"	"unprognostic (8.18e-2)"
NTRK2	TRKB	ENSG00000148053	"Neurotrophic receptor tyrosine kinase 2"	Q16620	9	84668375-85095751	"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins, Transporters"	"Differentiation, Neurogenesis"	"Developmental protein, Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Cancer-related genes, Disease variant, Epilepsy, FDA approved drug targets, Obesity"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 241.7;thyroid gland: 122.2"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 1085.3;Excitatory neurons: 725.3;Inhibitory neurons: 841.1;Oligodendrocyte precursor cells: 523.5"	"Cell type enhanced"	"Detected in all"		"astrocyte: 2595.8"	"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 111.0;Thyroid Carcinoma (TCGA): 85.8"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"colorectal cancer: 8.8;Esophageal cancer: 9.1"	"Breast - Breast myoepithelial cells, Liver - Hepatic stellate cells, Minor Salivary Gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA007637, CAB010346, HPA074873"	Enhanced		Supported	"Plasma membrane"			NA	NA		11000000		"Cluster 33: Brain - Neuronal signaling"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 8: Neurons - Neuronal signaling"	24	"Plasma membrane"		"CAB010346: AB_2155274, HPA007637: AB_1080385, HPA074873: "	"unprognostic (1.74e-1)"	"unprognostic (6.64e-4)"	"unprognostic (4.55e-2)"	"unprognostic (7.05e-2)"	"unprognostic (4.97e-2)"	"unprognostic (7.52e-2)"	"unprognostic (1.83e-1)"	"unprognostic (8.82e-2)"	"unprognostic (4.01e-2)"		"unprognostic (8.38e-4)"	"unprognostic (1.81e-4)"	"unprognostic (4.89e-2)"			"unprognostic (2.90e-2)"	"unprognostic (4.70e-2)"	"unprognostic (1.30e-2)"	"unprognostic (1.78e-2)"	"unprognostic (1.90e-1)"		"unprognostic (5.14e-2)"	"unprognostic (2.61e-1)"	"unprognostic (1.69e-2)"	"unprognostic (2.54e-1)"	"unprognostic (3.15e-3)"	"unprognostic (8.42e-3)"	"unprognostic (2.30e-2)"	"unprognostic (2.44e-2)"	"unprognostic (9.82e-2)"	"unprognostic (3.68e-2)"
OCLN	PPP1R115	ENSG00000197822	Occludin	Q16625	5	69492292-69558104	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"			"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"thyroid gland: 30.4"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 103.4;Distal enterocytes: 84.8;Glandular and luminal cells: 119.6"	"Group enriched"	"Detected in many"	8	"choroid plexus epithelial cell: 59.7;endothelial cell: 113.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"neutrophil: 2.6"	"Lineage enriched"	"Detected in single"	6	"granulocytes: 2.6"	"Low cancer specificity"	"Detected in many"			"Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA005933, CAB013075, CAB068212, CAB068213, CAB068214"	Enhanced		Supported	"Plasma membrane,Cell Junctions"			NA	NA			"Cluster 20: Non-specific - DNA binding"	"Cluster 48: Stomach - Proteolysis"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 30: Non-specific - Gene expression regulation"	"Cluster 37: Glandular & Luminal cells - Unknown function"	53	"Plasma membrane, Cell Junctions"		"CAB013075: AB_2533101, CAB068212: AB_2665711, CAB068213: AB_2665712, CAB068214: AB_2665713, HPA005933: AB_1079520"	"unprognostic (9.60e-2)"	"unprognostic (4.21e-2)"	"unprognostic (9.66e-2)"	"unprognostic (9.83e-2)"	"unprognostic (4.52e-2)"	"unprognostic (1.62e-1)"	"unprognostic (5.32e-2)"		"unprognostic (2.79e-2)"	"unprognostic (1.14e-1)"	"unprognostic (4.27e-3)"	"unprognostic (1.17e-2)"	"unprognostic (5.74e-3)"	"unprognostic (1.12e-1)"	"unprognostic (1.04e-2)"	"unprognostic (4.16e-4)"	"unprognostic (6.26e-2)"	"unprognostic (1.56e-1)"	"unprognostic (4.27e-1)"	"unprognostic (1.20e-1)"	"unprognostic (2.35e-1)"	"unprognostic (2.15e-1)"	"unprognostic (6.68e-2)"	"unprognostic (1.32e-1)"	"unprognostic (1.68e-1)"	"unprognostic (1.75e-1)"		"unprognostic (9.78e-2)"	"unprognostic (3.11e-1)"	"unprognostic (9.94e-2)"	"unprognostic (7.47e-2)"
OR2A1		ENSG00000221970	"Olfactory receptor family 2 subfamily A member 1"	Q8NGT9	7	144312419-144322737	"G-protein coupled receptors, Predicted membrane proteins"	"Olfaction, Sensory transduction"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"No human protein/transcript evidence"	"Tissue enhanced"	"Detected in some"		"thyroid gland: 2.3"	"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in some"		"endothelial cell: 1.4;fibroblast: 1.1;pericyte: 1.5"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												HPA058272	Uncertain						NA	NA				"Cluster 66: Non-specific - Transcription"	"Cluster 6: Non-specific - Immune response"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 61: Plasma cells - Immunoglobulins & histones"				"HPA058272: AB_2683662"			"unprognostic (4.58e-2)"																												
PBX4		ENSG00000105717	"PBX homeobox 4"	Q9BYU1	19	19561707-19618693	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"testis: 2.0;thyroid gland: 2.2"	"Cell type enhanced"	"Detected in many"		"NK-cells: 17.0;Spermatocytes: 27.7;T-cells: 47.9"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in some"			"Group enriched"	"Detected in many"	7	"gdT-cell: 1.7;MAIT T-cell: 1.7;memory CD4 T-cell: 1.2;memory CD8 T-cell: 1.9;naive CD4 T-cell: 1.2;naive CD8 T-cell: 1.0;T-reg: 3.1"	"Lineage enriched"	"Detected in single"	12	"T-cells: 3.1"	"Cancer enhanced"	"Detected in many"		"Adrenocortical cancer: 4.1"	"Adipose visceral - T-cells, Adrenal gland - T-cells, Minor Salivary Gland - T-cells, Testis - Early spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"HPA049859, HPA056469"	Enhanced		Approved	Vesicles			NA	NA			"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 16: Non-specific - Transcription"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 55: Lymphoma - Immune response"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	69	Vesicles		"HPA049859: AB_2680918, HPA056469: AB_2797256"			"unprognostic (1.45e-1)"																		"unprognostic (1.92e-3)"		"unprognostic (1.35e-1)"						"unprognostic (1.18e-1)"	"unprognostic (6.30e-3)"	
PCSK2	"NEC2, PC2, SPC2"	ENSG00000125851	"Proprotein convertase subtilisin/kexin type 2"	P16519	20	17226107-17484578	"Enzymes, Predicted intracellular proteins, Predicted secreted proteins"		"Hydrolase, Protease, Serine protease"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adrenal gland: 27.6;retina: 34.7;thyroid gland: 55.2"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 102.5;Excitatory neurons: 312.0;Inhibitory neurons: 142.1;Melanocytes: 348.7;Muller glia cells: 398.8;Schwann cells: 120.0"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in many"	5	"Thyroid Carcinoma (TCGA): 173.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bone cancer: 30.0;lung cancer: 15.9;thyroid cancer: 12.7"	"Adipose subcutaneous - Smooth muscle cells, Lung - Alveolar cells type 2, Pancreas - Alpha cells, Skin - Melanocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA049627	Approved		Approved	Vesicles	"Secreted in other tissues"	Enzyme	NA	NA		6400		"Cluster 17: Neuronal - Synaptic function"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 34: Neurons - Neuronal signaling"		Vesicles		"HPA049627: AB_2680835"		"unprognostic (5.80e-4)"	"unprognostic (2.45e-1)"				"unprognostic (2.22e-1)"	"unprognostic (2.68e-2)"								"unprognostic (2.07e-2)"	"unprognostic (2.30e-3)"	"unprognostic (4.32e-3)"	"unprognostic (6.42e-3)"	"unprognostic (8.05e-2)"	"unprognostic (3.95e-1)"	"unprognostic (1.76e-3)"	"unprognostic (1.18e-1)"				"unprognostic (1.79e-1)"			"unprognostic (2.41e-1)"	
