Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
GALNT5	GalNAc-T5	ENSG00000136542	"Polypeptide N-acetylgalactosaminyltransferase 5"	Q7Z7M9	2	157257705-157318491	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 13.1;lung: 9.9;stomach 1: 12.5"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 134.2;Alveolar cells type 2: 37.4;Distal enterocytes: 60.2;Intestinal goblet cells: 150.5;Salivary duct cells: 72.7"	"Group enriched"	"Detected in some"	11	"choroid plexus epithelial cell: 69.9;upper rhombic lip: 75.4"	"Low cancer specificity"	"Detected in many"			"Group enriched"	"Detected in many"	7	"cerebellum: 8.9;choroid plexus: 11.6"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 40.6"	"Colon - Colon enterocytes, Heart muscle - Fibroblasts, Skeletal muscle - Fibroblasts, Stomach - Gastric mucous cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"HPA008963, HPA009035"	Approved		Approved	"Nucleoli,Golgi apparatus,Vesicles,Cytosol"			NA	NA		1700000		"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 5: Non-specific - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 16: Intestinal goblet cells - Mucin production"	9	"Golgi apparatus, Cytosol"	"Nucleoli, Vesicles"	"HPA008963: AB_1078942, HPA009035: AB_1078943"	"unprognostic (2.43e-1)"	"unprognostic (3.00e-2)"	"unprognostic (1.67e-1)"	"unprognostic (1.19e-1)"	"unprognostic (1.56e-1)"	"unprognostic (1.61e-2)"		"unprognostic (6.91e-4)"	"unprognostic (3.52e-2)"			"unprognostic (5.73e-2)"	"unprognostic (9.02e-3)"			"unprognostic (1.77e-1)"	"unprognostic (8.10e-3)"	"unprognostic (1.47e-1)"	"unprognostic (8.57e-2)"			"unprognostic (1.19e-2)"	"unprognostic (2.23e-3)"		"unprognostic (1.38e-2)"	"unprognostic (1.79e-2)"		"unprognostic (4.88e-2)"			
GDF10	BMP-3b	ENSG00000266524	"Growth differentiation factor 10"	P55107	10	47300197-47313577	"Plasma proteins, Predicted secreted proteins"	Osteogenesis	"Cytokine, Growth factor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 19.0;retina: 17.8"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 19.0;Cone photoreceptor cells: 10.2;Fibroblasts: 25.6;Horizontal cells: 7.6;Lymphatic endothelial cells: 8.4;Rod photoreceptor cells: 27.4"	"Cell type enhanced"	"Detected in many"		"bergmann glia: 44.6;midbrain-derived inhibitory: 15.2"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	24	"Bone cancer: 13.5"	"Breast - Fibroblasts, Skin - Fibroblast_2, Testis - Sertoli cells, Thyroid gland - Fibroblasts"	"Region enriched"	"Detected in all"	8	"cerebellum: 42.5"	"Low region specificity"	"Detected in all"			HPA015498	Uncertain		Approved	Vesicles	"Secreted in other tissues"	Cytokine	NA	NA				"Cluster 39: Retina & Testis - Cilium"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 53: Fibroblasts - ECM organization"		Vesicles		"HPA015498: AB_1849584"			"unprognostic (1.18e-1)"													"unprognostic (1.33e-4)"	"unprognostic (1.71e-2)"								"unprognostic (3.68e-1)"				"unprognostic (2.40e-1)"	"unprognostic (1.66e-3)"	
GP9	"CD42a, GPIX"	ENSG00000169704	"Glycoprotein IX platelet"	P14770	3	129060779-129062406	"CD markers, Disease related genes, Human disease related genes, Predicted membrane proteins"	"Blood coagulation, Cell adhesion, Hemostasis"		"Bernard Soulier syndrome, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 5.0;lung: 3.1;lymphoid tissue: 8.7"	"Group enriched"	"Detected in some"	8	"Early spermatids: 8.3;Late spermatids: 20.6"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"choroid plexus: 1.3"	"Group enriched"	"Detected in some"	7	"basophil: 29.4;neutrophil: 14.0"	"Lineage enriched"	"Detected in many"	10	"granulocytes: 29.4"	"Cancer enriched"	"Detected in single"	97	"Leukemia: 9.6"	"Spleen - Platelets, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA063182	Enhanced		Approved	"Nucleoplasm,Plasma membrane,Cytosol"			NA	NA		4300000	"Cluster 4: Neutrophils - Degranulation"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 57: Platelets - Hemostasis"	57	"Plasma membrane, Cytosol"	Nucleoplasm	"HPA063182: AB_2684956"			"unprognostic (1.10e-1)"																												
GPRC5A	"PEIG-1, RAI3, RAIG1, TIG1"	ENSG00000013588	"G protein-coupled receptor class C group 5 member A"	Q8NFJ5	12	12891559-12917937	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Tumor suppressor"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 195.6;urinary bladder: 125.7"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 1849.7;Alveolar cells type 2: 586.6;Club cells: 431.6;Distal enterocytes: 306.0"	"Cell type enhanced"	"Detected in some"		"endothelial cell: 18.0;fibroblast: 11.7;vascular associated smooth muscle cell: 53.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	5	"basophil: 3.6"	"Lineage enriched"	"Detected in single"	13	"granulocytes: 3.6"	"Low cancer specificity"	"Detected in many"			"Lung - Alveolar cells type 1, Prostate - Urothelial cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"HPA007928, HPA046526"	Enhanced		Enhanced	"Vesicles,Plasma membrane"			NA	Yes				"Cluster 57: Lung - Lung function"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 72: Alveolar cells - Lung function"	6	"Vesicles, Plasma membrane"		"HPA007928: AB_1849318, HPA046526: AB_2679685"	"unprognostic (2.66e-3)"	"unprognostic (4.17e-3)"	"unprognostic (2.45e-2)"	"unprognostic (1.19e-2)"	"unprognostic (5.68e-2)"	"unprognostic (4.03e-2)"	"unprognostic (6.19e-3)"	"unprognostic (8.05e-2)"	"unprognostic (3.08e-1)"	"unprognostic (8.46e-3)"	"unprognostic (4.83e-10)"	"unprognostic (1.65e-3)"	"unprognostic (4.02e-5)"		"unprognostic (2.24e-1)"	"unprognostic (1.68e-2)"	"unprognostic (1.83e-1)"	"unprognostic (3.56e-4)"	"unprognostic (1.04e-1)"	"unprognostic (5.48e-3)"	"unprognostic (1.83e-1)"	"unprognostic (9.31e-5)"	"unprognostic (1.72e-1)"	"unprognostic (3.48e-1)"	"unprognostic (1.71e-1)"	"unprognostic (8.19e-3)"	"unprognostic (2.86e-1)"	"unprognostic (1.86e-1)"	"unprognostic (5.85e-2)"	"unprognostic (2.59e-1)"	"unprognostic (3.36e-2)"
GPRIN2	"KIAA0514, MGC15171"	ENSG00000204175	"G protein regulated inducer of neurite outgrowth 2"	O60269	10	46541736-46556658	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 10.2;skin 1: 16.9"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 60.7;Distal enterocytes: 17.6;Intestinal goblet cells: 47.8;Late spermatids: 20.3;Proximal enterocytes: 19.7"	"Cell type enhanced"	"Detected in many"		"deep-layer near-projecting: 6.0;lower rhombic lip: 5.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Kidney cancer: 6.0;prostate cancer: 8.1"	"Adipose visceral - Mesothelial cells, Colon - Colon enterocytes, Lung - Alveolar cells type 2, Pancreas - Ductal cells, Skin - Keratinocyte (granular), Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in many"							"HPA038129, HPA070760"	Approved		Approved	"Plasma membrane,Microtubules,Cytokinetic bridge,Mitotic spindle"			Yes	NA				"Cluster 45: Intestine - Digestion"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 16: Intestinal goblet cells - Mucin production"	7	"Plasma membrane, Microtubules"	"Cytokinetic bridge, Mitotic spindle"	"HPA038129: AB_2675846, HPA070760: "	"unprognostic (4.92e-3)"	"unprognostic (3.13e-3)"	"unprognostic (9.93e-2)"	"unprognostic (1.24e-1)"	"unprognostic (1.11e-1)"	"unprognostic (1.38e-1)"			"unprognostic (6.85e-4)"		"unprognostic (2.93e-2)"	"unprognostic (2.56e-1)"	"unprognostic (2.39e-3)"			"unprognostic (1.33e-3)"	"unprognostic (4.70e-2)"	"unprognostic (8.45e-2)"		"unprognostic (7.22e-2)"	"unprognostic (2.50e-1)"	"unprognostic (1.08e-3)"	"unprognostic (8.07e-3)"	"unprognostic (3.55e-1)"	"unprognostic (2.65e-1)"	"unprognostic (5.04e-3)"		"unprognostic (3.74e-2)"	"unprognostic (3.60e-1)"	"unprognostic (2.71e-2)"	
GRP		ENSG00000134443	"Gastrin releasing peptide"	P07492	18	59220158-59230774	"Predicted intracellular proteins, Predicted secreted proteins"	"Mast cell degranulation"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 11.7;lung: 8.7;stomach 1: 11.9"	"Group enriched"	"Detected in some"	4	"Breast myoepithelial cells: 32.1;Early spermatids: 19.5;Late spermatids: 12.1;Smooth muscle cells: 9.6"	"Group enriched"	"Detected in many"	4	"endothelial cell: 40.7;hippocampal dentate gyrus: 75.0"	"Low cancer specificity"	"Detected in many"			"Region enriched"	"Detected in many"	5	"midbrain: 56.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	26	"Bone cancer: 180.1;lung cancer: 47.9;thyroid cancer: 71.6"	"Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Parafollicular cells"	"Low region specificity"	"Detected in many"			"Region enhanced"	"Detected in many"		"hippocampal formation: 33.2"						"Secreted in other tissues"	Other	NA	NA				"Cluster 32: Endocrine & Neural - Unknown function"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 48: Smooth muscle cells - Signal transduction"	1				"unprognostic (4.06e-1)"	"unprognostic (8.71e-2)"	"unprognostic (8.83e-2)"	"unprognostic (1.29e-2)"	"unprognostic (7.94e-4)"	"unprognostic (3.35e-2)"			"unprognostic (1.55e-2)"							"unprognostic (1.87e-1)"	"unprognostic (1.96e-1)"	"unprognostic (2.91e-1)"	"unprognostic (3.52e-2)"	"unprognostic (2.36e-1)"	"unprognostic (1.44e-2)"	"unprognostic (2.44e-1)"	"unprognostic (2.12e-2)"	"unprognostic (1.40e-1)"	"unprognostic (2.56e-2)"			"unprognostic (5.84e-4)"	"unprognostic (9.11e-2)"	"unprognostic (3.84e-2)"	"unprognostic (6.15e-3)"
HHIP	"FLJ20992, HIP"	ENSG00000164161	"Hedgehog interacting protein"	Q96QV1	4	144646156-144745271	"Predicted membrane proteins, Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 9.1;lung: 15.7"	"Group enriched"	"Detected in some"	6	"Alveolar cells type 2: 291.5;Leydig cells: 142.1;Oligodendrocytes: 384.5"	"Cell type enhanced"	"Detected in all"		"committed oligodendrocyte precursor: 281.6;oligodendrocyte: 731.0"	"Cancer enhanced"	"Detected in many"		"Lung Adenocarcinoma (TCGA): 3.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	5	"Rhabdoid: 115.1"	"Adipose visceral - Mesothelial cells, Kidney - Fibroblasts, Liver - Hepatic stellate cells, Lung - Alveolar cells type 2, Minor Salivary Gland - Fibroblasts, Skeletal muscle - Fibroblasts, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA012616	Uncertain		Uncertain	Nucleoplasm	"Secreted in other tissues"	"No annotated function"	NA	NA		320000	"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 11: White matter - Signal transduction"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 72: Alveolar cells - Lung function"	1	Nucleoplasm		"HPA012616: AB_1850687"			"unprognostic (1.93e-2)"			"unprognostic (2.66e-1)"	"unprognostic (1.15e-1)"	"unprognostic (3.38e-1)"				"unprognostic (3.74e-2)"				"unprognostic (8.92e-2)"	"unprognostic (6.31e-2)"	"unprognostic (1.11e-2)"	"unprognostic (3.68e-2)"			"unprognostic (2.30e-2)"	"unprognostic (1.53e-2)"	"unprognostic (2.19e-1)"		"unprognostic (2.83e-2)"			"unprognostic (1.17e-1)"		"unprognostic (2.01e-1)"
HLA-DPA1	HLA-DP1A	ENSG00000231389	"Major histocompatibility complex, class II, DP alpha 1"	P20036	6	33064569-33080775	"Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Adaptive immunity, Immunity"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"lung: 531.2;lymphoid tissue: 593.6"	"Cell type enhanced"	"Detected in many"		"B-cells: 2146.0;dendritic cells: 1539.0;Langerhans cells: 8980.3;Macrophages: 2779.5;monocytes: 2073.0;Schwann cells: 6090.4"	"Cell type enriched"	"Detected in many"	4	"central nervous system macrophage: 359.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	7	"classical monocyte: 473.9;intermediate monocyte: 1069.2;memory B-cell: 818.4;myeloid DC: 1726.4;naive B-cell: 800.1;non-classical monocyte: 725.0;plasmacytoid DC: 542.7"	"Group enriched"	"Detected in all"	9	"B-cells: 818.4;dendritic cells: 1726.4;monocytes: 1069.2"	"Cancer enhanced"	"Detected in many"		"lymphoma: 299.8;Myeloma: 115.4;skin cancer: 120.3"	"Adipose visceral - T-cells, Testis - Macrophages, Thyroid gland - T-cells"									HPA017967	Enhanced		Supported	Vesicles			NA	NA		270000	"Cluster 2: Dendritic cells - Unknown function"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 22: Non-specific - Mixed function"	"Cluster 21: Lymphoma - Adaptive immune response"	"Cluster 28: Dendritic cells - Antigen presentation"	14	Vesicles		"HPA017967: AB_1853929"	"unprognostic (1.91e-1)"	"unprognostic (1.28e-1)"		"unprognostic (5.19e-2)"	"unprognostic (5.81e-2)"	"unprognostic (2.28e-1)"	"unprognostic (5.46e-2)"	"unprognostic (1.10e-1)"	"unprognostic (1.50e-1)"	"unprognostic (2.34e-1)"	"unprognostic (9.90e-4)"	"unprognostic (1.12e-2)"	"unprognostic (3.72e-2)"	"unprognostic (1.87e-1)"		"unprognostic (2.02e-2)"	"unprognostic (8.25e-2)"	"unprognostic (1.48e-2)"	"unprognostic (3.15e-1)"	"unprognostic (1.91e-1)"	"unprognostic (1.21e-1)"	"unprognostic (1.72e-2)"	"unprognostic (5.32e-2)"	"unprognostic (3.52e-1)"	"unprognostic (1.23e-1)"	"unprognostic (4.13e-2)"	"unprognostic (2.20e-1)"	"unprognostic (7.15e-2)"	"unprognostic (8.85e-3)"	"unprognostic (1.97e-2)"	"unprognostic (3.06e-2)"
HLA-DPB1	HLA-DP1B	ENSG00000223865	"Major histocompatibility complex, class II, DP beta 1"	P04440	6	33075990-33089696	"Human disease related genes, Predicted membrane proteins"	"Adaptive immunity, Immunity"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 270.1;lymphoid tissue: 399.6"	"Cell type enhanced"	"Detected in many"		"B-cells: 2780.2;Langerhans cells: 13649.0;Macrophages: 2457.5;Schwann cells: 5697.0"	"Group enriched"	"Detected in many"	5	"central nervous system macrophage: 263.9;leukocyte: 90.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"myeloid DC: 286.9"	"Group enriched"	"Detected in all"	10	"B-cells: 229.7;dendritic cells: 286.9;monocytes: 138.3"	"Group enriched"	"Detected in some"	6	"Leukemia: 4.4;lymphoma: 14.2;skin cancer: 3.7"	"Adipose visceral - T-cells, Testis - Macrophages, Thyroid gland - T-cells"									"HPA011078, HPA058509"	Enhanced		Approved	"Nucleoplasm,Cell Junctions"			NA	NA		610000	"Cluster 2: Dendritic cells - Unknown function"	"Cluster 47: Spleen - Immune response"	"Cluster 25: Non-specific - Transcription"	"Cluster 55: Lymphoma - Immune response"	"Cluster 28: Dendritic cells - Antigen presentation"	2	"Cell Junctions"	Nucleoplasm	"HPA011078: AB_1079378, HPA058509: AB_2683737"	"unprognostic (1.02e-1)"	"unprognostic (1.12e-1)"		"unprognostic (6.37e-2)"	"unprognostic (1.69e-1)"	"unprognostic (2.65e-1)"	"unprognostic (9.08e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.08e-1)"	"unprognostic (9.39e-2)"	"unprognostic (2.31e-4)"	"unprognostic (2.45e-1)"	"unprognostic (1.02e-1)"	"unprognostic (6.90e-4)"		"unprognostic (2.10e-3)"	"unprognostic (4.10e-2)"	"unprognostic (2.51e-2)"	"unprognostic (2.59e-1)"	"unprognostic (7.03e-2)"	"unprognostic (2.07e-1)"	"unprognostic (3.26e-2)"	"unprognostic (4.21e-2)"	"unprognostic (9.54e-2)"	"unprognostic (1.40e-1)"	"unprognostic (2.12e-1)"	"unprognostic (1.88e-2)"	"unprognostic (2.13e-1)"	"unprognostic (4.22e-2)"	"unprognostic (5.63e-2)"	"unprognostic (2.52e-2)"
HLA-DQA1	"CELIAC1, HLA-DQA"	ENSG00000196735	"Major histocompatibility complex, class II, DQ alpha 1"	P01909	6	32628179-32647062	"Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Adaptive immunity, Immunity"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 323.1;lymphoid tissue: 327.6"	"Cell type enhanced"	"Detected in many"		"B-cells: 1044.9;dendritic cells: 627.3;Langerhans cells: 4525.8;Macrophages: 865.2;Schwann cells: 1859.3"	"Cell type enriched"	"Detected in some"	4	"central nervous system macrophage: 107.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"myeloid DC: 667.5"	"Group enriched"	"Detected in all"	19	"B-cells: 288.5;dendritic cells: 667.5;monocytes: 257.5"	"Cancer enhanced"	"Detected in some"		"lymphoma: 195.2;skin cancer: 49.0"	"Adipose visceral - T-cells, Heart muscle - T-cells, Skin - Langerhans cells, Thyroid gland - T-cells"									HPA012315	Enhanced						NA	NA		350000	"Cluster 2: Dendritic cells - Unknown function"	"Cluster 36: Lymphoid tissue - Cytokine signaling"	"Cluster 21: Non-specific - Metabolism"	"Cluster 21: Lymphoma - Adaptive immune response"	"Cluster 28: Dendritic cells - Antigen presentation"	3			"HPA012315: AB_1853930"	"unprognostic (7.81e-2)"	"unprognostic (3.14e-2)"		"unprognostic (1.34e-1)"	"unprognostic (1.20e-1)"	"unprognostic (1.22e-1)"	"unprognostic (1.64e-1)"	"unprognostic (8.87e-2)"	"unprognostic (8.38e-2)"	"unprognostic (2.85e-2)"	"unprognostic (2.53e-2)"	"unprognostic (1.92e-2)"	"unprognostic (1.58e-1)"	"unprognostic (2.85e-2)"		"unprognostic (4.70e-2)"	"unprognostic (3.66e-2)"	"unprognostic (3.83e-1)"	"unprognostic (4.36e-1)"	"unprognostic (3.57e-3)"	"unprognostic (1.25e-1)"	"unprognostic (1.52e-2)"	"unprognostic (1.38e-1)"	"unprognostic (1.64e-1)"	"unprognostic (2.41e-1)"	"unprognostic (1.28e-1)"	"unprognostic (8.68e-2)"	"unprognostic (1.31e-1)"	"unprognostic (1.67e-1)"	"unprognostic (2.94e-1)"	"unprognostic (2.04e-2)"
HLA-DQA2	HLA-DXA	ENSG00000237541	"Major histocompatibility complex, class II, DQ alpha 2"	P01906	6	32741391-32747198	"Human disease related genes, Predicted membrane proteins"	"Adaptive immunity, Immunity"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 20.2;lymphoid tissue: 26.4"	"Cell type enhanced"	"Detected in many"		"B-cells: 189.6;dendritic cells: 339.0;Langerhans cells: 688.5;Macrophages: 240.8;Schwann cells: 384.4"	"Cell type enriched"	"Detected in single"	10	"central nervous system macrophage: 2.6"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Skin - Langerhans cells"																NA	NA				"Cluster 47: Spleen - Immune response"		"Cluster 27: Breast cancer - Unknown function"	"Cluster 28: Dendritic cells - Antigen presentation"	1											"unprognostic (9.28e-2)"													"unprognostic (1.58e-1)"		"unprognostic (2.70e-1)"								
